timestamp,battery,Tdb_BME680,RH_BME680,P_BME680,Alt_BME680,TVOC,ECO2,RCO2,Tdb_scd30,RH_scd30,Lux,PM1,PM25,PM10,Air,sensor_SD,note,sensor_note,Coord_X_m,Coord_Y_m,Coord_Z_m,Position_HumanReadable
2019-08-23 23:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-23 23:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 00:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 00:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 01:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 01:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 02:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 02:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 03:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 03:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 04:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 04:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 05:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 05:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 06:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 06:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 07:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 07:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 08:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 08:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 09:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 09:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 10:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 10:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 11:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 11:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 12:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 12:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 13:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 13:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 14:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 14:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 15:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 15:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 16:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 16:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 17:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 17:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 18:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 18:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 19:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 19:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 20:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 20:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 21:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 21:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 22:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 22:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 23:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-24 23:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-25 00:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-25 00:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-25 01:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-25 01:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-25 02:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-25 02:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-25 03:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-25 03:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-25 04:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-25 04:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-25 05:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-25 05:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-25 06:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-25 06:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-25 07:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-25 07:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-25 08:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-25 08:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-25 09:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-25 09:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-25 10:00:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
2019-08-25 10:30:00+00:00,,,,,,,,,,,,,,,,protoCBAS-D,,protoCBAS-D,,,,
